title,year,genres,cast,synopsis
WALL·E,2008.0,"['Animation', 'Family']",,"Faites la connaissance de WALL•E (prononcez « Walli ») : WALL•E est le dernier être sur Terre et s’avère être un… petit robot ! 700 ans plus tôt, l’humanité a déserté notre planète laissant à cette incroyable petite machine le soin de nettoyer la Terre. Mais au bout de ces longues années, WALL•E a développé un petit défaut technique : une forte personnalité. Extrêmement curieux, très indiscret, il est surtout un peu trop seul…  Cependant, sa vie s’apprête à être bouleversée avec l’arrivée d’une petite « robote », bien carénée et prénommée EVE. Tombant instantanément et éperdument amoureux d’elle, WALL•E va tout mettre en œuvre pour la séduire. Et lorsqu’EVE est rappelée dans l’espace pour y terminer sa mission, WALL•E n’hésite pas un seul instant : il se lance à sa poursuite… Hors de question pour lui de laisser passer le seul amour de sa vie… Pour être à ses côtés, il est prêt à aller au bout de l’univers et vivre la plus fantastique des aventures !"
Rush Hour 3,2007.0,"['Action', 'Comedy', 'Crime', 'Thriller']",,"Dans quelques heures, l'ambassadeur chinois Han compte révéler l'identité du maître du plus puissant syndicat criminel du monde, les Triades chinoises. Lee est chargé de le protéger. Lorsque Carter, relégué depuis quelque temps à la circulation, apprend que l'ambassadeur vient de se faire tirer dessus, il se précipite sur les lieux pour intervenir, mais il ne parvient qu'à gêner Lee et à permettre à l'assassin de s'enfuir."
2012,2009.0,"['Action', 'Adventure', 'Science Fiction']",,"Les Mayas, l'une des plus fascinantes civilisations que la Terre ait portées, nous ont transmis une prophétie : leur calendrier prend fin en 2012, et notre monde aussi. Depuis, les astrologues l'ont confirmé, les numérologues l'ont prédit, les géophysiciens trouvent cela dangereusement plausible, et même les experts scientifiques gouvernementaux finissent par arriver à cette terrifiante conclusion. La prophétie maya a été examinée, discutée, minutieusement analysée. En 2012, nous saurons tous si elle est vraie, mais quelques-uns auront été prévenus depuis longtemps… Lorsque les plaques tectoniques se mettent à glisser, provoquant de multiples séismes et détruisant Los Angeles au passage, Jackson Curtis, romancier, et sa famille se jettent à corps perdu, comme des millions d'individus, dans un voyage désespéré. Tous ne pourront pas être sauvés…"
A Christmas Carol,2009.0,"['Animation', 'Drama']",,"Parmi tous les marchands de Londres, Ebenezer Scrooge est connu comme l’un des plus riches et des plus avares. Ce vieillard solitaire et insensible vit dans l’obsession de ses livres de comptes. Ni la mort de son associé, Marley, ni la pauvre condition de son employé, Bob Cratchit, n’ont jamais réussi à l’émouvoir. De tous les jours de l’année, celui que Scrooge déteste le plus est Noël. L’idée de répandre joie et cadeaux va définitivement à l’encontre de tous ses principes ! Pourtant, cette année, Scrooge va vivre un Noël qu’il ne sera pas près d’oublier…  Tout commence la veille de Noël, lorsqu’en rentrant chez lui, Scrooge a d’étranges hallucinations. Le spectre de son ancien associé lui rend la plus effrayante des visites, et lui en annonce d’autres, aussi magiques que troublantes…  Scrooge se voit d’abord confronté à l’Esprit des Noëls passés, qui le replonge dans ses propres souvenirs, réveillant en lui des blessures oubliées et des regrets profondément enfouis…"
Jupiter Ascending,2015.0,"['Science Fiction', 'Fantasy', 'Action', 'Adventure']",,"Née sous un ciel étoilé, Jupiter Jones est promise à un destin hors du commun. Devenue adulte, elle a la tête dans les étoiles, mais elle enchaîne les coups durs et n'a d'autre perspective que de gagner sa vie en nettoyant des toilettes. Ce n'est que lorsque Caine, ancien chasseur militaire conçu génétiquement, débarque sur Terre pour retrouver sa trace que Jupiter commence à entrevoir le destin qui l'attend depuis toujours. Grâce à son empreinte génétique, elle doit bénéficier d'un héritage extraordinaire qui pourrait bien bouleverser l'équilibre du cosmos…"
The Legend of Tarzan,2016.0,"['Action', 'Adventure']",,"Après avoir grandi dans la jungle africaine, Tarzan a renoué avec ses origines aristocratiques, répondant désormais au nom de John Clayton, Lord Greystoke. Il mène une vie paisible auprès de son épouse Jane jusqu’au jour où il est convié au Congo en tant qu’émissaire du Commerce. Mais il est loin de se douter du piège qui l’attend. Car le redoutable belge Leon Rom est bien décidé à l’utiliser pour assouvir sa soif de vengeance et sa cupidité…"
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005.0,"['Adventure', 'Family', 'Fantasy']",,"Le Monde de Narnia : chapitre 1 conte la lutte entre le bien et le mal qui oppose le magnifique lion Aslan aux forces des ténèbres dans le monde magique de Narnia. Grâce à ses sombres pouvoirs, la Sorcière Blanche a plongé Narnia dans un hiver qui dure depuis un siècle, mais une prédiction révèle que quatre enfants aideront Aslan à rompre la malédiction. Lorsque Lucy, Susan, Edmund et Peter Pevensie, quatre frères et sœurs, découvrent ce monde enchanté en y pénétrant à travers une armoire, tout est en place pour une bataille de proportions épiques…"
X-Men: Apocalypse,2016.0,['Science Fiction'],,"Depuis les origines de la civilisation, Apocalypse, le tout premier mutant, a absorbé de nombreux pouvoirs, devenant à la fois immortel et invincible, adoré comme un dieu. Se réveillant après un sommeil de plusieurs milliers d’années et désillusionné par le monde qu’il découvre, il réunit de puissants mutants dont Magneto pour nettoyer l’humanité et régner sur un nouvel ordre. Raven et Professeur X vont joindre leurs forces pour affronter leur plus dangereux ennemi et sauver l’humanité d’une destruction totale."
The Dark Knight,2008.0,"['Drama', 'Action', 'Crime', 'Thriller']",,"Batman aborde une phase décisive de sa guerre contre le crime à Gotham City. Avec l'aide du lieutenant de police Jim Gordon et du nouveau procureur Harvey Dent, il entreprend de démanteler les dernières organisations criminelles qui infestent les rues de la ville. L'association s'avère efficace, mais le trio se heurte bientôt à un nouveau génie du crime qui répand la terreur et le chaos dans Gotham : le Joker. On ne sait pas d'où il vient ni qui il est. Ce criminel possède une intelligence redoutable doublé d'un humour sordide et n'hésite pas à s'attaquer à la pègre locale dans le seul but de semer le chaos."
Up,2009.0,"['Animation', 'Comedy', 'Family', 'Adventure']",,"À 78 ans, Carl n'envisage plus qu'une chose : finir tranquillement sa vie dans la petite maison où il a passé toute une existence paisible auprès de son épouse Ellie. Veuf désormais, il reste, en effet, attaché à son passé en refusant les propositions mirobolantes d'un promoteur pour racheter son bien. Quand des circonstances exceptionnelles le contraignent d'intégrer une maison de retraite, il prend une ultime fois les choses en mains et, transformant sa demeure en dirigeable, s'envole pour l'aventure, vers la partie du monde où sa femme et lui s'étaient promis un jour de s'installer. Il ne se doute pas alors qu'il a emporté avec lui un jeune passager clandestin, Russell et que le voyage sera loin d'être de tout repos…"
Monsters vs Aliens,2009.0,"['Animation', 'Family', 'Adventure', 'Science Fiction']",,"Le jour de son mariage, la jeune Susan Murphy reçoit sur la tête… une météorite qui la transforme en un monstre de plus de 20 mètres de haut. L’armée entre promptement en action, neutralise la géante et l’incarcère dans une prison top secrète. Rebaptisée Génormica, Susan fait connaissance avec ses compagnons d’infortune : le brillant Dr Cafard, à tête d’insecte, l’hybride macho de singe et de poisson appelé Maillon Manquant, l’indestructible et gélatineux BOB et le gigantesque Insectosaure. L’heure de la délivrance ne tarde pas à sonner pour tous ces Monstres, car voici qu’un mystérieux et maléfique robot, échu d’une lointaine galaxie, se pose sur notre planète et se met à y causer de sérieux dégâts. Le Président, cédant aux pressions du général Putsch, décide alors d’enrôler les Monstres pour contrer les envahisseurs et sauver le monde civilisé d’une destruction imminente…"
Iron Man,2008.0,"['Action', 'Science Fiction', 'Adventure']",,"Tony Stark, inventeur de génie, vendeur d'armes et playboy milliardaire, est kidnappé. Forcé par ses ravisseurs de fabriquer une arme redoutable, il construit en secret une armure high-tech révolutionnaire qu'il utilise pour s'échapper. Comprenant la puissance de cette armure, il décide de l'améliorer et de l'utiliser pour faire régner la justice et protéger les innocents."
Hugo,2011.0,"['Adventure', 'Drama', 'Family']",,"Dans le Paris des années 30, le jeune Hugo est un orphelin de 12 ans qui vit dans une gare. Son passé est un mystère et son destin une énigme. De son père, il ne lui reste qu’un étrange automate dont il cherche la clé - en forme de cœur - qui pourrait le faire fonctionner. En rencontrant Isabelle, il a peut-être trouvé la clé, mais ce n’est que le début de l’aventure…"
Wild Wild West,1999.0,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Western']",,"1869, pour neutraliser son plus puissant ennemi, le démoniaque et richissime Dr Arliss Loveless, le président des États-Unis désigne deux agents spéciaux, James West et Artemus Gordon, choisis pour leurs compétences exceptionnelles. Si James West est un champion de l'humour à froid, charmeur et rusé, Artemus, lui, prône la réflexion et passe son temps à inventer des gadgets sophistiqués. Quelque peu rivaux, les deux agents vont devoir unir leur talent pour capturer l'infâme Loveless. Rita Escobar, belle et mystérieuse artiste, se joint à eux."
The Mummy: Tomb of the Dragon Emperor,2008.0,"['Adventure', 'Action', 'Fantasy']",,"Victimes d'une sorcière maléfique, l'Empereur Dragon et ses 5000 soldats ont été relégués pour l'éternité dans les limbes. L'immense armée de terre cuite reposera ainsi durant 2000 ans, oubliée de tous, jusqu'à ce qu'Alex commette l'erreur de réveiller son chef. Pour éviter une vague de méfaits, Rick devra appeler à la rescousse les seules personnes plus habiles que lui à combattre les morts-vivants : sa propre famille..."
Suicide Squad,2016.0,"['Action', 'Adventure', 'Crime', 'Fantasy', 'Science Fiction']",,"C’est tellement jouissif d’être un salopard ! Face à une menace aussi énigmatique qu’invincible, l’agent secret Amanda Waller réunit une armada de crapules de la pire espèce. Armés jusqu’aux dents par le gouvernement, ces Super‐Méchants s’embarquent alors pour une mission‐suicide. Jusqu’au moment où ils comprennent qu’ils ont été sacrifiés. Vont‐ils accepter leur sort ou se rebeller ?"
Evan Almighty,2007.0,"['Fantasy', 'Comedy', 'Family']",,"Fraîchement élu député de New York, et bien décidé à marquer l'histoire de son pays, l'ex-présentateur vedette demande à Dieu de l'aider à ""changer le monde"", sans se douter qu'il a déjà été choisi pour une mission de la plus haute importance... Mais des événements déroutants ne tardent pas à semer le trouble dans sa famille et au sein de sa fidèle équipe. Pourquoi ces livraisons d'outils préhistoriques et de madriers ? Pourquoi cet afflux ininterrompu d'oiseaux et de mammifères de toutes espèces qui chaque jour envahissent un peu plus le voisinage ?"
Edge of Tomorrow,2014.0,"['Action', 'Science Fiction']",,"Dans un futur proche, des hordes d’extraterrestres ont livré une bataille acharnée contre la Terre et semblent désormais invincibles : aucune armée au monde n’a réussi à les vaincre. Le commandant William Cage, qui n’a jamais combattu de sa vie, est envoyé, sans la moindre explication, dans ce qui ressemble à une mission‐suicide. Il meurt en l’espace de quelques minutes et se retrouve projeté dans une boucle temporelle, condamné à revivre le même combat et à mourir de nouveau indéfiniment…"
